,Unnamed: 0,area,bath,bed,date_check,description,features,location,price,property_date,specific_location,toilet,90_perc,10_perc,forsale_flag,date_flag,50_perc,location_rank,terrace_flag,new_flag,serviced_flag,estate_flag,furnish_flag,flag,island
20777,2045,ado,3,3,"Updated 07 Mar 2021, Added 23 Feb 2021",3 Bedroom Apartment,3 beds 3 baths 4 Toilets,ajah,1200000,2021,Lambasa Ado Ajah Lagos,4,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20780,2048,ado,5,4,"Updated 07 Mar 2021, Added 01 Oct 2020",Brand New testefully finished 4bedroom flat with a pant house upstairs 2.5m and 3bedrooms flat 1.5m at mashall hill estate on ado road B4 the roundabout,4 beds 5 baths 5 Toilets,ajah,2500000,2021,Ado Ajah Lagos,5,3000000,1370000,0,2,2300000,54,0,1,0,1,0,2,Island
20782,2050,ado,1,1,"Updated 03 Mar 2021, Added 02 Feb 2021",Self contained shared apartment,1 beds 1 baths 1 Toilets,ajah,500000,2021,Sunny ville Estate Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20783,2051,ado,3,3,Added 22 Feb 2021,3 bedroom flat apartment,3 beds 3 baths 3 Toilets,ajah,700000,2021,Off ado roadAdo Ajah Lagos,3,1500000,600000,0,1,925000,33,0,0,0,0,0,0,Island
20785,2053,ado,0,3,"Updated 15 Feb 2021, Added 18 Dec 2020",A SPACIOUS 3 BEDROOM FLAT IN AN ESTATE FACING A MAJOR ACCESS ROAD,3 beds baths Toilets,ajah,800000,2021,FEMI AKINMADE CLOSEAdo Ajah Lagos,0,1500000,600000,0,2,925000,33,0,0,0,1,0,1,Island
20786,2054,ado,4,3,"Updated 15 Feb 2021, Added 18 Dec 2020",A SPACIOUS 3 BEDROOM FLAT CLOSE TO A MAJOR ACCESS ROAD,3 beds 4 baths 3 Toilets,ajah,900000,2021,FEMI AKINMADE ESTATEAdo Ajah Lagos,3,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20788,2056,ado,0,2,Added 11 Feb 2021,Newly built 2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,900000,2021,Harmony EstateAdo Ajah Lagos,0,1200000,600000,0,1,800000,29,0,1,0,0,0,1,Island
20789,2057,ado,0,2,Added 08 Feb 2021,2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,750000,2021,Zimest AvenueAdo Ajah Lagos,0,1200000,600000,0,1,800000,29,0,0,0,0,0,0,Island
20790,2058,ado,2,3,Added 08 Feb 2021,3 bedroom flat,3 beds 2 baths 2 Toilets,ajah,800000,2021,Good homesAdo Ajah Lagos,2,1500000,600000,0,1,925000,33,0,0,0,0,0,0,Island
20793,2061,ado,0,3,Added 28 Jan 2021,Clean 3 Bedroom Flat,3 beds 0 baths 0 Toilets,ajah,1300000,2021,INFINITY ESTATE ALONG ADDO ROAD Ado Ajah Lagos,0,1500000,600000,0,1,925000,33,0,0,0,0,0,0,Island
20795,2063,ado,0,3,Added 26 Jan 2021,Newly built 3 bedroom flat,3 beds 0 baths 0 Toilets,ajah,800000,2021,off addo roadAdo Ajah Lagos,0,1500000,600000,0,1,925000,33,0,1,0,0,0,1,Island
20797,2065,ado,0,3,"Updated 23 Jan 2021, Added 25 Nov 2020",3 Bedroom Flat,3 beds 0 baths 0 Toilets,ajah,800000,2021,Harmony EstateAdo Ajah Lagos,0,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20798,2066,ado,0,2,"Updated 23 Jan 2021, Added 23 Sep 2020",Newly built 2 bedrooms flat,2 beds baths 3 Toilets,ajah,1000000,2021,L & K EstateAdo Ajah Lagos,3,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20800,2068,ado,0,2,"Updated 23 Jan 2021, Added 19 Oct 2020",Newly Built Tastefully Finished 2 Bedroom,2 beds baths Toilets,ajah,1100000,2021,Reality Estate Before Blenco Ado RoadAdo Ajah Lagos,0,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20802,2070,ado,0,1,"Updated 23 Jan 2021, Added 28 Nov 2020",Standard Room & Parlour Mini Flat,1 beds baths Toilets,ajah,450000,2021,By Access Bank Ado RoadAdo Ajah Lagos,0,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20803,2071,ado,0,2,"Updated 23 Jan 2021, Added 20 Jan 2021",standard 2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,750000,2021,"Marshy Hill Estate Akins, Ado Road.Ado Ajah Lagos",0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20805,2073,ado,0,2,"Updated 23 Jan 2021, Added 15 Dec 2020",Newly Built Tastefully Finished 2 Bedroom Upstairs,2 beds baths 3 Toilets,ajah,1000000,2021,By Access Bank Ado RoadAdo Ajah Lagos,3,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20806,2074,ado,0,1,"Updated 23 Jan 2021, Added 18 Sep 2020",Newly Built Tastefully Finished Room & Parlour Mini Flat Upstairs,1 beds baths Toilets,ajah,700000,2021,Unity Estate Ado RoadAdo Ajah Lagos,0,710000,230000,0,2,400000,14,0,1,0,0,0,1,Island
20807,2075,ado,0,2,"Updated 23 Jan 2021, Added 29 Oct 2020",Standard 3 Bedroom Flat,2 beds 0 baths 0 Toilets,ajah,1100000,2021,God is Great Estate (Onanefe) Ado roadAdo Ajah Lagos,0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20808,2076,ado,0,3,"Updated 23 Jan 2021, Added 07 Jan 2021",Standard 3 Bedroom Flat,3 beds 0 baths 0 Toilets,ajah,800000,2021,Opposite Total Ado roadAdo Ajah Lagos,0,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20809,2077,ado,0,3,"Updated 23 Jan 2021, Added 13 Jan 2021",Standard 3 Bedroom Flat Upstairs,3 beds baths Toilets,ajah,950000,2021,Harmony EstateAdo Ajah Lagos,0,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20810,2078,ado,0,1,"Updated 23 Jan 2021, Added 09 Sep 2020",Standard Room & Parlour Mini Flat Upstairs,1 beds baths Toilets,ajah,500000,2021,Salvation EstateAdo Ajah Lagos,0,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20811,2079,ado,0,3,"Updated 23 Jan 2021, Added 03 Nov 2020",Modern Luxury 3 Bedroom Self Compound (alone in the compound),3 beds baths 4 Toilets,ajah,1200000,2021,"Marshy Hill Estate Akins, Ado Road.Ado Ajah Lagos",4,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20812,2080,ado,0,3,"Updated 23 Jan 2021, Added 28 Aug 2020",Standard 3 Bedroom Duplex,3 beds baths Toilets,ajah,850000,2021,Reservation Estate OwodeAdo Ajah Lagos,0,1500000,600000,0,2,925000,33,1,0,0,0,0,0,Island
20813,2081,ado,0,2,"Updated 23 Jan 2021, Added 21 Jul 2020",Clean and Spacious 2 Bedroom with 3 AC on a Tarred Road,2 beds baths Toilets,ajah,900000,2021,Ado roadAdo Ajah Lagos,0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20814,2082,ado,0,1,"Updated 23 Jan 2021, Added 18 Jan 2021",Executive Mini flat,1 beds 0 baths 0 Toilets,ajah,500000,2021,"Marshy Hill Estate Akins, Ado Road.Ado Ajah Lagos",0,710000,230000,0,2,400000,14,0,1,0,0,0,1,Island
20815,2083,ado,0,2,"Updated 23 Jan 2021, Added 24 Sep 2020",Tastefully finished 2 bedroom flat with Water Heater,2 beds baths Toilets,ajah,650000,2021,Opposite Access Bank Ado RoadAdo Ajah Lagos,0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20816,2084,ado,0,3,"Updated 23 Jan 2021, Added 29 Dec 2020",Standard 3 Bedroom Apartment,3 beds 0 baths 0 Toilets,ajah,1400000,2021,Esfort Estate Opposite Eco Bank Ado RoadAdo Ajah Lagos,0,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20818,2086,ado,0,1,"Updated 23 Jan 2021, Added 11 Jan 2021",Standard self-contained,1 beds baths Toilets,ajah,370000,2021,"Marshy Hill Estate Akins, Ado Road.Ado Ajah Lagos",0,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20819,2087,ado,0,2,"Updated 23 Jan 2021, Added 18 Dec 2020",Newly Built Tastefully Finished 2 Bedroom,2 beds baths 3 Toilets,ajah,900000,2021,Salvation EstateAdo Ajah Lagos,3,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20821,2089,ado,0,3,"Updated 23 Jan 2021, Added 07 Jan 2021",Renovated 3 Bedroom upstairs,3 beds baths 4 Toilets,ajah,800000,2021,Opposite Harmony EstateAdo Ajah Lagos,4,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20823,2091,ado,3,3,Added 18 Jan 2021,Brand New Lovely 3 Bedroom Flat,3 beds 3 baths 4 Toilets,ajah,1300000,2021,..Ado Ajah Lagos,4,1500000,600000,0,1,925000,33,0,1,0,0,0,1,Island
20824,2092,ado,3,3,Added 18 Jan 2021,Brand New Lovely 3 Bedroom Flat,3 beds 3 baths 4 Toilets,ajah,1300000,2021,Ado Ajah Lagos,4,1500000,600000,0,1,925000,33,0,1,0,0,0,1,Island
20826,2094,ado,1,1,"Updated 13 Jan 2021, Added 19 Dec 2020",Miniflat,1 beds 1 baths 1 Toilets,ajah,700000,2021,Esfort Estate Addo road Ajah Lagos Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20827,2095,ado,1,1,"Updated 13 Jan 2021, Added 19 Dec 2020",Standard self-contained,1 beds 1 baths 1 Toilets,ajah,650000,2021,Esfort Estate Addo road Ajah Lagos Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20828,2096,ado,2,2,"Updated 13 Jan 2021, Added 09 Jan 2021",Standard 2 bedroom flat,2 beds 2 baths 3 Toilets,ajah,1100000,2021,Infinity estate ado road.Ado Ajah Lagos,3,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20829,2097,ado,0,2,"Updated 08 Jan 2021, Added 01 Dec 2020",2 bedroom Apartment,2 beds 0 baths 0 Toilets,ajah,650000,2021,SIGNBOARD BUS STOP ADDO ROAD Ado Ajah Lagos,0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20830,2098,ado,0,2,"Updated 08 Jan 2021, Added 11 Dec 2020",2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,800000,2021,off addo roadAdo Ajah Lagos,0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20832,2100,ado,1,1,"Updated 08 Jan 2021, Added 08 Dec 2020",standard self contained,1 beds 1 baths 1 Toilets,ajah,400000,2021,#NAME?,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20833,2101,ado,0,3,"Updated 08 Jan 2021, Added 15 Dec 2020",Luxury 3 bedroom Apartment,3 beds 0 baths 0 Toilets,ajah,1000000,2021,#NAME?,0,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20834,2102,ado,0,2,"Updated 08 Jan 2021, Added 15 Dec 2020",2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,650000,2021,ADO ROADAdo Ajah Lagos,0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20835,2103,ado,0,2,"Updated 08 Jan 2021, Added 07 Dec 2020",2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,650000,2021,"SIGNBOARD, Ado Ajah Lagos",0,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20839,2107,ado,1,1,Added 23 Dec 2020,Room in Shared Apartment,1 beds 1 baths 1 Toilets,ajah,380000,2020,Marshy Hills EstateAdo Ajah Lagos,1,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20843,2111,ado,2,1,"Updated 19 Dec 2020, Added 02 Dec 2020",Standard self-contained,1 beds 2 baths 2 Toilets,ajah,550000,2020,"Ado road, Ajah Lagos.Ado Ajah Lagos",2,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20844,2112,ado,2,1,"Updated 15 Dec 2020, Added 06 Jan 2020",Newly Built Room and Parlour Mini flat at Harmony Estate owode ajah,1 beds 2 baths 2 Toilets,ajah,500000,2020,Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,1,0,1,0,2,Island
20846,2114,ado,2,2,"Updated 08 Dec 2020, Added 26 Sep 2020",Brand new massive 2bedroom flat,2 beds 2 baths 3 Toilets,ajah,850000,2020,Ado RoadAdo Ajah Lagos,3,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20847,2115,ado,1,1,"Updated 08 Dec 2020, Added 24 Nov 2020",Lovely Mini flat,1 beds 1 baths 1 Toilets,ajah,500000,2020,Infinity EstateAdo Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20850,2118,ado,1,1,"Updated 25 Nov 2020, Added 20 Jul 2020",Lovely Spacious 1bedroom Flat,1 beds 1 baths 1 Toilets,ajah,350000,2020,Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20851,2119,ado,2,2,"Updated 25 Nov 2020, Added 31 Oct 2020",Luxury 2 Bedroom Flat- Arm,2 beds 2 baths 3 Toilets,ajah,800000,2020,Ado Ajah Lagos,3,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20852,2120,ado,4,4,"Updated 25 Nov 2020, Added 16 Aug 2020",Lovely Spacious 4 Bedroom Duplex,4 beds 4 baths 5 Toilets,ajah,1500000,2020,Ado Ajah Lagos,5,3000000,1370000,0,2,2300000,54,1,0,0,0,0,0,Island
20853,2121,ado,1,1,"Updated 17 Nov 2020, Added 25 Jun 2020",1 bedroom mini flat,1 beds 1 baths 2 Toilets,ajah,600000,2020,Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20856,2124,ado,1,1,Added 12 Nov 2020,Spacious self contained shared apartment,1 beds 1 baths 1 Toilets,ajah,300000,2020,Sunny ville estate Ado Ajah Lagos,1,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20858,2126,ado,4,4,"Updated 15 Oct 2020, Added 15 Sep 2020",4Bedroom detached duplex,4 beds 4 baths 5 Toilets,ajah,2300000,2020,In a well secured Estate Ado Ajah Lagos,5,3000000,1370000,0,2,2300000,54,2,0,0,0,0,0,Island
20859,2127,ado,2,2,"Updated 01 Oct 2020, Added 17 Aug 2020",Lovely 2bedroom apartment,2 beds 2 baths 3 Toilets,ajah,1000000,2020,Ado Ajah Lagos,3,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20860,2128,ado,1,1,"Updated 01 Oct 2020, Added 15 Aug 2020",Lovely and standard mini flat,1 beds 1 baths 2 Toilets,ajah,700000,2020,Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20864,2132,ado,1,1,"Updated 14 Sep 2020, Added 30 Aug 2020",Very big clean specious mini Flat,1 beds 1 baths 2 Toilets,ajah,600000,2020,04 Addo Road before blenco supermarkets Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20865,2133,ado,4,3,"Updated 14 Sep 2020, Added 02 Sep 2020",Newly built awesome 3 bedrooms Flat,3 beds 4 baths 4 Toilets,ajah,900000,2020,"even estate, off badore road.Ado Ajah Lagos",4,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20866,2134,ado,1,1,"Updated 14 Sep 2020, Added 21 Aug 2020",1 bedroom shared apartment,1 beds 1 baths 1 Toilets,ajah,300000,2020,34 marshal hill Estate Akins Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20867,2135,ado,1,1,"Updated 14 Sep 2020, Added 22 Aug 2020",Very big and sharp clean self contained,1 beds 1 baths 1 Toilets,ajah,300000,2020,Addo badore Road Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20868,2136,ado,1,1,"Updated 14 Sep 2020, Added 09 Sep 2020",Very sharp clean Room shared in a Flat,1 beds 1 baths 1 Toilets,ajah,400000,2020,Marshal hill Estate Akins Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20872,2140,ado,1,1,"Updated 14 Sep 2020, Added 17 Aug 2020",clean sharp self contained,1 beds 1 baths 1 Toilets,ajah,250000,2020,Km87 Addo Road Ado Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20874,2142,ado,2,2,"Updated 14 Sep 2020, Added 30 Aug 2020",Very big and specious Two Bedroom,2 beds 2 baths 3 Toilets,ajah,800000,2020,04 before blenco supermarkets Ajah Ado Ajah Lagos,3,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20875,2143,ado,3,3,Added 11 Sep 2020,3 bedroom flat for rent in Ajah 11SEP3,3 beds 3 baths 3 Toilets,ajah,1000000,2020,Ado Ajah Lagos,3,1500000,600000,0,1,925000,33,0,0,0,0,0,0,Island
20876,2144,ado,3,2,"Updated 09 Sep 2020, Added 20 Jul 2020",Lovely 2bedroom flat with excellent facilities,2 beds 3 baths 3 Toilets,ajah,700000,2020,Inside EstateAdo Ajah Lagos,3,1200000,600000,0,2,800000,29,0,0,0,0,0,0,Island
20877,2145,ado,4,3,"Updated 09 Sep 2020, Added 30 Mar 2020",Fantastic 3 Bedroom Flat with excellent facilities,3 beds 4 baths 4 Toilets,ajah,1000000,2020,Infinity EstateAdo Ajah Lagos,4,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20880,2148,ado,1,1,Added 17 Aug 2020,Executive Mini flat,1 beds 1 baths 2 Toilets,ajah,500000,2020,Salvation estate owode lagbasa roafAdo Ajah Lagos,2,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20881,2149,ado,1,1,Added 13 Aug 2020,Newly renovated self contained,1 beds 1 baths 1 Toilets,ajah,600000,2020,Esforte Estate Ado Ajah Lagos,1,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20885,2153,ado,1,1,Added 25 Jul 2020,"A newly built mini flat with 2 toilet, pop ceiling.",1 beds 1 baths 2 Toilets,ajah,450000,2020,Salvation estate Owode Ajah Ado Ajah Lagos,2,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20886,2154,ado,1,1,Added 22 Jul 2020,A Super clean mini flat in a serene environment at Ado Owode,1 beds 1 baths 2 Toilets,ajah,350000,2020,Owode junctionAdo Ajah Lagos,2,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20888,2156,ado,1,1,Added 17 Jul 2020,A Super neatly Renovated room self contained in a shared Apartment,1 beds 1 baths 1 Toilets,ajah,250000,2020,Owode junction in an EstateAdo Ajah Lagos,1,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20890,2158,ado,3,3,Added 06 Jul 2020,"Spacious 3 bedroom, all ensuit with fitted kitchen and interlocking compound",3 beds 3 baths 4 Toilets,ajah,850000,2020,Salvation estate owode adoAdo Ajah Lagos,4,1500000,600000,0,1,925000,33,0,0,0,0,0,0,Island
20892,2160,ado,3,2,"Updated 07 May 2020, Added 28 Jan 2020",Newly built 2bed room flat,2 beds 3 baths 3 Toilets,ajah,800000,2020,AkinsAdo Ajah Lagos,3,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20893,2161,ado,4,4,"Updated 07 May 2020, Added 04 Feb 2020",Well finished 4bed room bongalo,4 beds 4 baths 5 Toilets,ajah,1500000,2020,Oke IRA NLA adoAdo Ajah Lagos,5,3000000,1370000,0,2,2300000,54,0,0,0,0,0,0,Island
20894,2162,ado,2,2,Added 27 Apr 2020,Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,ajah,700000,2020,"Marshy Hill Estate, AkinsAdo Ajah Lagos",3,1200000,600000,0,1,800000,29,0,1,0,0,0,1,Island
20897,2165,ado,1,1,"Updated 06 Feb 2020, Added 12 Jan 2020",Room and Palour self con.,1 beds 1 baths 1 Toilets,ajah,450000,2020,Before Blenco coming from AjahAdo Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20900,2168,ado,1,1,"Updated 08 Dec 2020, Added 26 Sep 2020",Sharing is available,1 beds 1 baths 1 Toilets,ajah,300000,2020,GoodHome EstateAdo Ajah Lagos,1,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20901,2169,ado,1,1,"Updated 08 Dec 2020, Added 26 Sep 2020",Brand New Specious Mini flat,1 beds 1 baths 2 Toilets,ajah,600000,2020,Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,1,0,0,0,1,Island
20902,2170,ado,1,1,"Updated 25 Nov 2020, Added 27 Sep 2020",Lovely spacious Mini flat,1 beds 1 baths 2 Toilets,ajah,700000,2020,Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,0,0,0,0,0,Island
20903,2171,ado,1,1,"Updated 25 Nov 2020, Added 27 Sep 2020",Brand new lovely mini flat,1 beds 1 baths 2 Toilets,ajah,700000,2020,Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,1,0,0,0,1,Island
20907,2175,ado,1,1,Added 27 Sep 2020,Lovely newly built mini flat.,1 beds 1 baths 2 Toilets,ajah,700000,2020,Ado Ajah Lagos,2,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20908,2176,ado,1,1,Added 25 Sep 2020,Brand new lovely mini flat,1 beds 1 baths 2 Toilets,ajah,700000,2020,Ado Ajah Lagos,2,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20909,2177,ado,1,1,Added 24 Sep 2020,A nice mini flat,1 beds 1 baths 1 Toilets,ajah,500000,2020,Addo okera roadAdo Ajah Lagos,1,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20911,2179,ado,2,1,"Updated 11 Sep 2020, Added 29 Apr 2019",Next built Minni flat in a court in an estate,1 beds 2 baths 2 Toilets,ajah,700000,2020,Preeta Ado Ajah Lagos,2,710000,230000,0,2,400000,14,0,0,0,1,0,1,Island
20913,2181,ado,4,4,"Updated 31 Aug 2020, Added 13 Jun 2020",Newly Built and well Finished 4 bedroom semi detached duplex with a room BQ for rent,4 beds 4 baths 4 Toilets,ajah,2500000,2020,Ado Ajah Lagos,4,3000000,1370000,0,2,2300000,54,2,1,0,0,0,1,Island
20914,2182,ado,1,1,Added 30 Aug 2020,Relatively New Self contain at Ajah,1 beds 1 baths 1 Toilets,ajah,300000,2020,Harmony estate langbasa road Ajah Ado Ajah Lagos,1,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20918,2186,ado,2,3,"Updated 02 Aug 2020, Added 16 Jun 2020","Newly built 3 bedroom apartment available for rent in Oke ira, Addo.",3 beds 2 baths 2 Toilets,ajah,1000000,2020,"Marshhill Estate, Addo road, Ajah.Ado Ajah Lagos",2,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20919,2187,ado,0,2,Added 30 Jul 2020,Massive exclusive 2 bedroom flat,2 beds 0 baths 0 Toilets,ajah,700000,2020,Badore road Ado Ajah Lagos,0,1200000,600000,0,1,800000,29,0,0,0,0,0,0,Island
20921,2189,ado,2,2,Added 17 Jul 2020,Newly built 2 bedroom flat,2 beds 2 baths 3 Toilets,ajah,700000,2020,"Owode, Ado Road Ado Ajah Lagos",3,1200000,600000,0,1,800000,29,0,1,0,0,0,1,Island
20922,2190,ado,3,3,"Updated 12 Jul 2020, Added 15 Jun 2020",Lovely Spacious 3bedroom flat,3 beds 3 baths 4 Toilets,ajah,850000,2020,Ado Ajah Lagos,4,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20926,2194,ado,3,3,"Updated 12 Jul 2020, Added 19 Jun 2020",Brand new three bedroom available for rent in Addo,3 beds 3 baths 3 Toilets,ajah,850000,2020,Marshihill estate Ado Ajah Lagos,3,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20927,2195,ado,3,3,"Updated 12 Jul 2020, Added 19 Jun 2020",Newly built 3 bedroom flat available in Addo.,3 beds 3 baths 3 Toilets,ajah,850000,2020,"Marshihill estate, Addo road, Ajah.Ado Ajah Lagos",3,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20928,2196,ado,4,4,"Updated 12 Jul 2020, Added 16 May 2020",Lovely 4 Bedroom fully detached duplex with a room BQ for rent at Ajah,4 beds 4 baths 4 Toilets,ajah,2000000,2020,Ado Ajah Lagos,4,3000000,1370000,0,2,2300000,54,2,0,0,0,0,0,Island
20929,2197,ado,2,2,"Updated 12 Jul 2020, Added 17 Jun 2020","Newly built 2 bedroom flat in Akins, Addo.",2 beds 2 baths 2 Toilets,ajah,750000,2020,"Marshihill Estate, Addo road, AjahAdo Ajah Lagos",2,1200000,600000,0,2,800000,29,0,1,0,0,0,1,Island
20931,2199,ado,4,4,"Updated 11 Jul 2020, Added 11 May 2020",NEWLY BUILT 4 BEDROOM TERRACE DUPLEX WITH BQ FOR RENT AT AJAH,4 beds 4 baths 4 Toilets,ajah,1800000,2020,Ado Ajah Lagos,4,3000000,1370000,0,2,2300000,54,2,1,0,0,0,1,Island
20932,2200,ado,3,3,"Updated 10 Jul 2020, Added 27 May 2020",Lovely Spacious Newly built 3bedroom flat in Ado and Environs,3 beds 3 baths 4 Toilets,ajah,1300000,2020,Ado Ajah Lagos,4,1500000,600000,0,2,925000,33,0,1,0,0,0,1,Island
20933,2201,ado,2,2,Added 08 Jul 2020,Semi brand new house 2 bedroom flat,2 beds 2 baths 3 Toilets,ajah,800000,2020,Reality estate Ado road before Ado round about Ado Ajah Lagos,3,1200000,600000,0,1,800000,29,0,1,0,0,0,1,Island
20935,2203,ado,1,1,Added 07 Jul 2020,Newly built at Owode reservation estate,1 beds 1 baths 1 Toilets,ajah,400000,2020,Owode reservation estateAdo Ajah Lagos,1,710000,230000,0,1,400000,14,0,1,0,1,0,2,Island
20937,2205,ado,2,2,Added 06 Jul 2020,A newly built 2 bedroom flat at salvation estate.,2 beds 2 baths 3 Toilets,ajah,700000,2020,Salvation estate Ado Ajah Lagos,3,1200000,600000,0,1,800000,29,0,1,0,1,0,2,Island
20938,2206,ado,1,1,Added 05 Jul 2020,Massive room self with bathup and big kitchen cabinets,1 beds 1 baths 1 Toilets,ajah,400000,2020,Reservation estate owedeAdo Ajah Lagos,1,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20939,2207,ado,1,1,Added 04 Jul 2020,A massive room self contained,1 beds 1 baths 1 Toilets,ajah,400000,2020,Reservation estate owede Ado Ajah Lagos,1,710000,230000,0,1,400000,14,0,0,0,0,0,0,Island
20942,2210,ado,2,3,Added 29 Jun 2020,Newly built,3 beds 2 baths 2 Toilets,ajah,750000,2020,"3bedroom flat for rent at harmony estate ado Owode Ajah Lagos, rent 750k.Ado Ajah Lagos",2,1500000,600000,0,1,925000,33,0,1,0,0,0,1,Island
20945,2213,ado,2,1,Added 26 Jun 2020,Newly built Room And Palor,1 beds 2 baths 2 Toilets,ajah,500000,2020,harmony estateAdo Ajah Lagos,2,710000,230000,0,1,400000,14,0,1,0,0,0,1,Island
20958,2226,ado,2,3,Added 21 Jun 2020,Newly renovated 3 bedroom flat,3 beds 2 baths 2 Toilets,ajah,800000,2020,Greenville Estate BadoreAdo Ajah Lagos,2,1500000,600000,0,1,925000,33,0,1,0,0,0,1,Island
20960,2228,ado,0,3,"Updated 20 Jun 2020, Added 22 May 2020",3 bedroom flat,3 beds 0 baths 0 Toilets,ajah,850000,2020,"Marshy hill estate, akinsAdo Ajah Lagos",0,1500000,600000,0,2,925000,33,0,0,0,0,0,0,Island
20966,2234,ado,2,2,Added 11 Jun 2020,"New 2 Bedroom Flat To Let at Ado, Ajah",2 beds 2 baths 3 Toilets,ajah,850000,2020,Off Ado roadAdo Ajah Lagos,3,1200000,600000,0,1,800000,29,0,1,0,0,0,1,Island
