,location,bed,area,location_rank
1150,gbagada,2,ifako-gbagada,32
1154,gbagada,1,ifako-gbagada,17
1156,gbagada,1,ifako-gbagada,17
1158,gbagada,1,ifako-gbagada,17
1160,gbagada,3,ifako-gbagada,38
1161,gbagada,2,ifako-gbagada,32
1162,gbagada,1,ifako-gbagada,17
1163,gbagada,3,ifako-gbagada,38
1165,gbagada,1,ifako-gbagada,17
1166,gbagada,2,ifako-gbagada,32
1167,gbagada,2,ifako-gbagada,32
1171,gbagada,2,ifako-gbagada,32
1172,gbagada,2,ifako-gbagada,32
1173,gbagada,3,ifako-gbagada,38
1174,gbagada,3,ifako-gbagada,38
1176,gbagada,4,ifako-gbagada,53
1177,gbagada,2,ifako-gbagada,32
1178,gbagada,4,ifako-gbagada,53
1179,gbagada,3,ifako-gbagada,38
1180,gbagada,3,ifako-gbagada,38
1181,gbagada,1,ifako-gbagada,17
1183,gbagada,1,ifako-gbagada,17
1184,gbagada,3,ifako-gbagada,38
1186,gbagada,1,ifako-gbagada,17
1187,gbagada,2,ifako-gbagada,32
1188,gbagada,2,ifako-gbagada,32
1189,gbagada,3,ifako-gbagada,38
1190,gbagada,1,ifako-gbagada,17
1191,gbagada,3,ifako-gbagada,38
1192,gbagada,4,ifako-gbagada,53
1193,gbagada,2,ifako-gbagada,32
1194,gbagada,2,ifako-gbagada,32
1195,gbagada,1,ifako-gbagada,17
1196,gbagada,3,ifako-gbagada,38
1197,gbagada,3,ifako-gbagada,38
1198,gbagada,2,ifako-gbagada,32
1199,gbagada,3,ifako-gbagada,38
1200,gbagada,3,ifako-gbagada,38
1202,gbagada,1,ifako-gbagada,17
1205,gbagada,4,ifako-gbagada,53
1208,gbagada,2,ifako-gbagada,32
1209,gbagada,3,ifako-gbagada,38
1210,gbagada,4,ifako-gbagada,53
1212,gbagada,2,ifako-gbagada,32
1213,gbagada,3,ifako-gbagada,38
1214,gbagada,3,ifako-gbagada,38
1215,gbagada,1,ifako-gbagada,17
1216,gbagada,2,ifako-gbagada,32
1220,gbagada,3,ifako-gbagada,38
1221,gbagada,2,ifako-gbagada,32
1222,gbagada,2,ifako-gbagada,32
1223,gbagada,2,ifako-gbagada,32
1224,gbagada,3,ifako-gbagada,38
1225,gbagada,2,ifako-gbagada,32
1228,gbagada,4,ifako-gbagada,53
1229,gbagada,3,ifako-gbagada,38
1230,gbagada,3,ifako-gbagada,38
1232,gbagada,2,ifako-gbagada,32
1233,gbagada,2,ifako-gbagada,32
1234,gbagada,2,ifako-gbagada,32
1235,gbagada,3,ifako-gbagada,38
1236,gbagada,3,ifako-gbagada,38
1238,gbagada,3,ifako-gbagada,38
1240,gbagada,2,ifako-gbagada,32
1242,gbagada,3,ifako-gbagada,38
1243,gbagada,2,ifako-gbagada,32
1244,gbagada,3,ifako-gbagada,38
1247,gbagada,3,ifako-gbagada,38
1249,gbagada,3,ifako-gbagada,38
1252,gbagada,2,ifako-gbagada,32
1253,gbagada,2,ifako-gbagada,32
1254,gbagada,3,ifako-gbagada,38
1256,gbagada,3,ifako-gbagada,38
1259,gbagada,3,ifako-gbagada,38
1260,gbagada,3,ifako-gbagada,38
1261,gbagada,2,ifako-gbagada,32
1262,gbagada,3,ifako-gbagada,38
1263,gbagada,3,ifako-gbagada,38
1266,gbagada,3,ifako-gbagada,38
1267,gbagada,3,ifako-gbagada,38
1268,gbagada,3,ifako-gbagada,38
1270,gbagada,4,ifako-gbagada,53
1271,gbagada,3,ifako-gbagada,38
1272,gbagada,1,ifako-gbagada,17
1273,gbagada,2,ifako-gbagada,32
1276,gbagada,2,ifako-gbagada,32
1277,gbagada,1,ifako-gbagada,17
1278,gbagada,2,ifako-gbagada,32
1280,gbagada,2,ifako-gbagada,32
1281,gbagada,3,ifako-gbagada,38
1282,gbagada,3,ifako-gbagada,38
1284,gbagada,3,ifako-gbagada,38
1285,gbagada,2,ifako-gbagada,32
1286,gbagada,1,ifako-gbagada,17
1287,gbagada,2,ifako-gbagada,32
1288,gbagada,3,ifako-gbagada,38
1289,gbagada,2,ifako-gbagada,32
1291,gbagada,3,ifako-gbagada,38
1293,gbagada,2,ifako-gbagada,32
1294,gbagada,1,ifako-gbagada,17
1295,gbagada,3,ifako-gbagada,38
1296,gbagada,1,ifako-gbagada,17
1297,gbagada,3,ifako-gbagada,38
1299,gbagada,3,ifako-gbagada,38
1300,gbagada,3,ifako-gbagada,38
1301,gbagada,3,ifako-gbagada,38
1303,gbagada,1,ifako-gbagada,17
1305,gbagada,3,ifako-gbagada,38
1306,gbagada,2,ifako-gbagada,32
1307,gbagada,3,ifako-gbagada,38
1308,gbagada,1,ifako-gbagada,17
1309,gbagada,1,ifako-gbagada,17
1310,gbagada,3,ifako-gbagada,38
1312,gbagada,1,ifako-gbagada,17
1313,gbagada,3,ifako-gbagada,38
1314,gbagada,1,ifako-gbagada,17
1315,gbagada,1,ifako-gbagada,17
1317,gbagada,3,ifako-gbagada,38
1318,gbagada,3,ifako-gbagada,38
1319,gbagada,3,ifako-gbagada,38
1320,gbagada,3,ifako-gbagada,38
1322,gbagada,1,ifako-gbagada,17
1323,gbagada,3,ifako-gbagada,38
1325,gbagada,3,ifako-gbagada,38
1326,gbagada,2,ifako-gbagada,32
1327,gbagada,3,ifako-gbagada,38
1331,gbagada,1,ifako-gbagada,17
1333,gbagada,1,ifako-gbagada,17
1334,gbagada,3,ifako-gbagada,38
1335,gbagada,2,ifako-gbagada,32
1337,gbagada,2,ifako-gbagada,32
1340,gbagada,3,ifako-gbagada,38
1341,gbagada,2,ifako-gbagada,32
1342,gbagada,3,ifako-gbagada,38
1343,gbagada,2,ifako-gbagada,32
1347,gbagada,3,ifako-gbagada,38
1348,gbagada,3,ifako-gbagada,38
1350,gbagada,3,ifako-gbagada,38
1351,gbagada,2,ifako-gbagada,32
1352,gbagada,3,ifako-gbagada,38
1356,gbagada,3,ifako-gbagada,38
1357,gbagada,3,ifako-gbagada,38
1358,gbagada,3,ifako-gbagada,38
1359,gbagada,3,ifako-gbagada,38
1360,gbagada,3,ifako-gbagada,38
1363,gbagada,3,ifako-gbagada,38
1364,gbagada,2,ifako-gbagada,32
1366,gbagada,1,ifako-gbagada,17
1367,gbagada,3,ifako-gbagada,38
1368,gbagada,3,ifako-gbagada,38
1369,gbagada,4,ifako-gbagada,53
1370,gbagada,3,ifako-gbagada,38
1371,gbagada,2,ifako-gbagada,32
1372,gbagada,2,ifako-gbagada,32
1373,gbagada,3,ifako-gbagada,38
1376,gbagada,3,ifako-gbagada,38
1377,gbagada,3,ifako-gbagada,38
1378,gbagada,4,ifako-gbagada,53
1379,gbagada,3,ifako-gbagada,38
1380,gbagada,2,ifako-gbagada,32
1381,gbagada,2,ifako-gbagada,32
1382,gbagada,3,ifako-gbagada,38
1383,gbagada,2,ifako-gbagada,32
1386,gbagada,1,ifako-gbagada,17
1387,gbagada,1,ifako-gbagada,17
1389,gbagada,1,ifako-gbagada,17
1390,gbagada,1,ifako-gbagada,17
1392,gbagada,2,ifako-gbagada,32
1393,gbagada,3,ifako-gbagada,38
1396,gbagada,2,ifako-gbagada,32
1398,gbagada,1,ifako-gbagada,17
1400,gbagada,1,ifako-gbagada,17
1401,gbagada,2,ifako-gbagada,32
1402,gbagada,2,ifako-gbagada,32
1403,gbagada,2,ifako-gbagada,32
1404,gbagada,1,ifako-gbagada,17
1405,gbagada,2,ifako-gbagada,32
1407,gbagada,1,ifako-gbagada,17
1408,gbagada,2,ifako-gbagada,32
1410,gbagada,2,ifako-gbagada,32
1412,gbagada,3,ifako-gbagada,38
1415,gbagada,2,ifako-gbagada,32
1418,gbagada,1,ifako-gbagada,17
1470,gbagada,3,ifako-gbagada,38
1472,gbagada,1,ifako-gbagada,17
1473,gbagada,2,ifako-gbagada,32
1743,gbagada,2,medina,36
1745,gbagada,3,medina,45
1746,gbagada,4,medina,61
1747,gbagada,3,medina,45
1749,gbagada,1,medina,18
1750,gbagada,3,medina,45
1753,gbagada,1,medina,18
1757,gbagada,2,medina,36
1760,gbagada,2,medina,36
1762,gbagada,3,medina,45
1763,gbagada,3,medina,45
1764,gbagada,3,medina,45
1765,gbagada,3,medina,45
1771,gbagada,2,medina,36
1772,gbagada,2,medina,36
1774,gbagada,2,medina,36
1777,gbagada,2,medina,36
1780,gbagada,3,medina,45
1783,gbagada,1,medina,18
1784,gbagada,3,medina,45
1785,gbagada,1,medina,18
1786,gbagada,4,medina,61
1788,gbagada,2,medina,36
1790,gbagada,4,medina,61
1791,gbagada,4,medina,61
1792,gbagada,3,medina,45
1796,gbagada,1,medina,18
1797,gbagada,3,medina,45
1799,gbagada,3,medina,45
1800,gbagada,1,medina,18
1803,gbagada,2,medina,36
1804,gbagada,2,medina,36
1805,gbagada,3,medina,45
1806,gbagada,2,medina,36
1808,gbagada,2,medina,36
1809,gbagada,2,medina,36
1810,gbagada,2,medina,36
1813,gbagada,1,medina,18
1814,gbagada,1,medina,18
1817,gbagada,4,medina,61
1818,gbagada,4,medina,61
1820,gbagada,3,medina,45
1821,gbagada,3,medina,45
1824,gbagada,1,medina,18
1825,gbagada,3,medina,45
1829,gbagada,2,medina,36
1832,gbagada,3,medina,45
1834,gbagada,3,medina,45
1835,gbagada,3,medina,45
1837,gbagada,3,medina,45
1839,gbagada,4,medina,61
1842,gbagada,2,medina,36
1843,gbagada,4,medina,61
1845,gbagada,4,medina,61
1847,gbagada,1,medina,18
1848,gbagada,3,medina,45
1850,gbagada,2,medina,36
1851,gbagada,3,medina,45
1852,gbagada,2,medina,36
1854,gbagada,3,medina,45
1858,gbagada,3,medina,45
1859,gbagada,2,medina,36
1860,gbagada,3,medina,45
1861,gbagada,1,medina,18
1862,gbagada,2,medina,36
1865,gbagada,1,medina,18
1866,gbagada,3,medina,45
1867,gbagada,1,medina,18
1868,gbagada,1,medina,18
1869,gbagada,1,medina,18
1871,gbagada,1,medina,18
1872,gbagada,1,medina,18
1873,gbagada,2,medina,36
1880,gbagada,2,medina,36
1881,gbagada,2,medina,36
1884,gbagada,3,medina,45
1886,gbagada,4,medina,61
1889,gbagada,3,medina,45
1890,gbagada,2,medina,36
1892,gbagada,2,medina,36
1896,gbagada,3,medina,45
1897,gbagada,2,medina,36
1898,gbagada,2,medina,36
1903,gbagada,2,medina,36
1904,gbagada,2,medina,36
1907,gbagada,1,medina,18
1908,gbagada,1,medina,18
1909,gbagada,1,medina,18
1912,gbagada,4,medina,61
1915,gbagada,1,medina,18
1916,gbagada,1,medina,18
1918,gbagada,2,medina,36
1919,gbagada,3,medina,45
1921,gbagada,3,medina,45
1922,gbagada,3,medina,45
1924,gbagada,2,medina,36
1925,gbagada,2,medina,36
1926,gbagada,3,medina,45
1929,gbagada,2,medina,36
1930,gbagada,2,medina,36
1934,gbagada,2,medina,36
1935,gbagada,3,medina,45
1936,gbagada,3,medina,45
1937,gbagada,3,medina,45
1938,gbagada,2,medina,36
1939,gbagada,2,medina,36
1940,gbagada,2,medina,36
1943,gbagada,2,medina,36
1944,gbagada,2,medina,36
1945,gbagada,1,medina,18
1946,gbagada,1,medina,18
1947,gbagada,1,medina,18
1948,gbagada,1,medina,18
1950,gbagada,2,medina,36
1951,gbagada,3,medina,45
1952,gbagada,3,medina,45
1953,gbagada,1,medina,18
1954,gbagada,3,medina,45
1955,gbagada,3,medina,45
1956,gbagada,1,medina,18
1957,gbagada,4,medina,61
1958,gbagada,4,medina,61
1961,gbagada,3,medina,45
1963,gbagada,2,medina,36
1964,gbagada,3,medina,45
1965,gbagada,3,medina,45
1966,gbagada,3,medina,45
1967,gbagada,3,medina,45
1968,gbagada,3,medina,45
1969,gbagada,3,medina,45
1970,gbagada,3,medina,45
1971,gbagada,3,medina,45
1972,gbagada,4,medina,61
1974,gbagada,3,medina,45
1976,gbagada,3,medina,45
1977,gbagada,3,medina,45
1979,gbagada,3,medina,45
1980,gbagada,2,medina,36
1981,gbagada,3,medina,45
1982,gbagada,3,medina,45
1984,gbagada,2,medina,36
1985,gbagada,3,medina,45
1987,gbagada,2,medina,36
1988,gbagada,3,medina,45
1989,gbagada,3,medina,45
1992,gbagada,4,medina,61
1993,gbagada,4,medina,61
1994,gbagada,3,medina,45
1996,gbagada,2,medina,36
1997,gbagada,3,medina,45
1998,gbagada,3,medina,45
1999,gbagada,3,medina,45
2000,gbagada,2,medina,36
2001,gbagada,2,medina,36
2005,gbagada,3,medina,45
2006,gbagada,3,medina,45
2009,gbagada,2,medina,36
2010,gbagada,3,medina,45
2014,gbagada,2,medina,36
2016,gbagada,2,medina,36
2018,gbagada,1,medina,18
2019,gbagada,2,medina,36
2020,gbagada,3,medina,45
2021,gbagada,4,medina,61
2022,gbagada,3,medina,45
2023,gbagada,3,medina,45
2024,gbagada,3,medina,45
2026,gbagada,3,medina,45
2028,gbagada,2,medina,36
2030,gbagada,2,medina,36
2031,gbagada,2,medina,36
2033,gbagada,1,medina,18
2035,gbagada,3,medina,45
2037,gbagada,2,medina,36
2038,gbagada,1,medina,18
2039,gbagada,3,medina,45
2040,gbagada,3,medina,45
2041,gbagada,2,medina,36
2042,gbagada,2,medina,36
2043,gbagada,3,medina,45
2044,gbagada,3,medina,45
2045,gbagada,3,medina,45
2047,gbagada,2,medina,36
2048,gbagada,1,medina,18
2050,gbagada,3,medina,45
2051,gbagada,3,medina,45
2052,gbagada,3,medina,45
2053,gbagada,3,medina,45
2054,gbagada,3,medina,45
2055,gbagada,2,medina,36
2057,gbagada,3,medina,45
2058,gbagada,3,medina,45
2059,gbagada,3,medina,45
2060,gbagada,3,medina,45
2061,gbagada,3,medina,45
2063,gbagada,3,medina,45
2064,gbagada,2,medina,36
2069,gbagada,3,medina,45
2070,gbagada,3,medina,45
2071,gbagada,3,medina,45
2072,gbagada,3,medina,45
2073,gbagada,4,medina,61
2074,gbagada,3,medina,45
2075,gbagada,3,medina,45
2076,gbagada,3,medina,45
2078,gbagada,3,medina,45
2079,gbagada,2,medina,36
2081,gbagada,1,medina,18
2082,gbagada,3,medina,45
2084,gbagada,1,medina,18
2085,gbagada,3,medina,45
2086,gbagada,3,medina,45
2087,gbagada,3,medina,45
2090,gbagada,2,medina,36
2091,gbagada,3,medina,45
2092,gbagada,2,medina,36
2098,gbagada,2,medina,36
2099,gbagada,3,medina,45
2100,gbagada,3,medina,45
2101,gbagada,3,medina,45
2102,gbagada,3,medina,45
2103,gbagada,4,medina,61
2105,gbagada,2,medina,36
2106,gbagada,2,medina,36
2107,gbagada,2,medina,36
2108,gbagada,2,medina,36
2110,gbagada,2,medina,36
2111,gbagada,2,medina,36
2112,gbagada,3,medina,45
2113,gbagada,1,medina,18
2114,gbagada,3,medina,45
2115,gbagada,2,medina,36
2206,gbagada,3,millenuim-ups,50
2208,gbagada,3,millenuim-ups,50
2209,gbagada,3,millenuim-ups,50
2211,gbagada,3,millenuim-ups,50
2213,gbagada,3,millenuim-ups,50
2215,gbagada,2,millenuim-ups,37
2218,gbagada,3,millenuim-ups,50
2219,gbagada,3,millenuim-ups,50
2220,gbagada,3,millenuim-ups,50
2222,gbagada,3,millenuim-ups,50
2223,gbagada,3,millenuim-ups,50
2224,gbagada,3,millenuim-ups,50
2226,gbagada,3,millenuim-ups,50
2227,gbagada,3,millenuim-ups,50
2228,gbagada,3,millenuim-ups,50
2230,gbagada,4,millenuim-ups,57
2231,gbagada,3,millenuim-ups,50
2232,gbagada,4,millenuim-ups,57
2233,gbagada,1,millenuim-ups,21
2234,gbagada,3,millenuim-ups,50
2236,gbagada,3,millenuim-ups,50
2237,gbagada,4,millenuim-ups,57
2238,gbagada,3,millenuim-ups,50
2241,gbagada,3,millenuim-ups,50
2242,gbagada,3,millenuim-ups,50
2243,gbagada,3,millenuim-ups,50
2245,gbagada,3,millenuim-ups,50
2246,gbagada,2,millenuim-ups,37
2247,gbagada,4,millenuim-ups,57
2248,gbagada,3,millenuim-ups,50
2251,gbagada,3,millenuim-ups,50
2252,gbagada,4,millenuim-ups,57
2253,gbagada,3,millenuim-ups,50
2255,gbagada,4,millenuim-ups,57
2257,gbagada,3,millenuim-ups,50
2258,gbagada,3,millenuim-ups,50
2259,gbagada,3,millenuim-ups,50
2260,gbagada,3,millenuim-ups,50
2261,gbagada,4,millenuim-ups,57
2262,gbagada,3,millenuim-ups,50
2263,gbagada,2,millenuim-ups,37
2264,gbagada,1,millenuim-ups,21
2265,gbagada,1,millenuim-ups,21
2266,gbagada,3,millenuim-ups,50
2267,gbagada,2,millenuim-ups,37
2268,gbagada,3,millenuim-ups,50
2270,gbagada,3,millenuim-ups,50
2274,gbagada,3,millenuim-ups,50
2275,gbagada,3,millenuim-ups,50
2276,gbagada,3,millenuim-ups,50
2279,gbagada,2,millenuim-ups,37
2280,gbagada,2,millenuim-ups,37
2281,gbagada,4,millenuim-ups,57
2284,gbagada,2,millenuim-ups,37
2286,gbagada,2,millenuim-ups,37
2289,gbagada,3,millenuim-ups,50
2290,gbagada,4,millenuim-ups,57
2292,gbagada,3,millenuim-ups,50
2295,gbagada,2,millenuim-ups,37
2297,gbagada,4,millenuim-ups,57
2299,gbagada,4,millenuim-ups,57
2300,gbagada,2,millenuim-ups,37
2301,gbagada,3,millenuim-ups,50
2302,gbagada,2,millenuim-ups,37
2303,gbagada,2,millenuim-ups,37
2305,gbagada,2,millenuim-ups,37
2306,gbagada,2,millenuim-ups,37
2307,gbagada,3,millenuim-ups,50
2311,gbagada,4,millenuim-ups,57
2312,gbagada,3,millenuim-ups,50
2317,gbagada,3,millenuim-ups,50
2318,gbagada,4,millenuim-ups,57
2320,gbagada,3,millenuim-ups,50
2321,gbagada,3,millenuim-ups,50
2323,gbagada,2,millenuim-ups,37
2326,gbagada,3,millenuim-ups,50
2327,gbagada,3,millenuim-ups,50
2329,gbagada,3,millenuim-ups,50
2330,gbagada,3,millenuim-ups,50
2332,gbagada,3,millenuim-ups,50
2333,gbagada,3,millenuim-ups,50
2335,gbagada,3,millenuim-ups,50
2336,gbagada,3,millenuim-ups,50
2337,gbagada,3,millenuim-ups,50
2341,gbagada,3,millenuim-ups,50
2342,gbagada,3,millenuim-ups,50
2343,gbagada,3,millenuim-ups,50
2344,gbagada,3,millenuim-ups,50
2345,gbagada,3,millenuim-ups,50
2346,gbagada,3,millenuim-ups,50
2347,gbagada,3,millenuim-ups,50
2348,gbagada,3,millenuim-ups,50
2352,gbagada,3,millenuim-ups,50
2354,gbagada,3,millenuim-ups,50
2364,gbagada,3,millenuim-ups,50
2365,gbagada,3,millenuim-ups,50
2367,gbagada,3,millenuim-ups,50
2369,gbagada,3,millenuim-ups,50
2371,gbagada,3,millenuim-ups,50
2372,gbagada,2,millenuim-ups,37
2373,gbagada,2,millenuim-ups,37
2375,gbagada,2,millenuim-ups,37
2376,gbagada,3,millenuim-ups,50
2378,gbagada,3,millenuim-ups,50
2379,gbagada,3,millenuim-ups,50
2380,gbagada,3,millenuim-ups,50
2381,gbagada,3,millenuim-ups,50
2383,gbagada,3,millenuim-ups,50
2384,gbagada,3,millenuim-ups,50
2386,gbagada,2,millenuim-ups,37
2389,gbagada,2,millenuim-ups,37
2393,gbagada,2,millenuim-ups,37
2394,gbagada,2,millenuim-ups,37
2395,gbagada,2,millenuim-ups,37
2396,gbagada,2,millenuim-ups,37
2397,gbagada,3,millenuim-ups,50
2399,gbagada,1,millenuim-ups,21
2400,gbagada,2,millenuim-ups,37
2405,gbagada,3,millenuim-ups,50
2408,gbagada,2,millenuim-ups,37
2409,gbagada,3,millenuim-ups,50
2410,gbagada,3,millenuim-ups,50
2411,gbagada,3,millenuim-ups,50
2412,gbagada,3,millenuim-ups,50
2413,gbagada,3,millenuim-ups,50
2414,gbagada,3,millenuim-ups,50
2415,gbagada,3,millenuim-ups,50
2416,gbagada,3,millenuim-ups,50
2420,gbagada,2,millenuim-ups,37
2422,gbagada,2,millenuim-ups,37
2423,gbagada,3,millenuim-ups,50
2426,gbagada,3,millenuim-ups,50
2428,gbagada,3,millenuim-ups,50
2436,gbagada,3,millenuim-ups,50
2437,gbagada,3,millenuim-ups,50
2440,gbagada,1,millenuim-ups,21
2446,gbagada,3,millenuim-ups,50
2448,gbagada,3,millenuim-ups,50
2451,gbagada,3,millenuim-ups,50
2452,gbagada,3,millenuim-ups,50
2453,gbagada,3,millenuim-ups,50
2454,gbagada,1,millenuim-ups,21
2456,gbagada,3,millenuim-ups,50
2459,gbagada,2,millenuim-ups,37
2460,gbagada,3,millenuim-ups,50
2461,gbagada,2,millenuim-ups,37
2462,gbagada,3,millenuim-ups,50
2464,gbagada,3,millenuim-ups,50
2465,gbagada,3,millenuim-ups,50
2467,gbagada,3,millenuim-ups,50
2468,gbagada,3,millenuim-ups,50
2469,gbagada,3,millenuim-ups,50
2470,gbagada,3,millenuim-ups,50
2471,gbagada,3,millenuim-ups,50
2472,gbagada,3,millenuim-ups,50
2473,gbagada,3,millenuim-ups,50
2475,gbagada,3,millenuim-ups,50
2476,gbagada,2,millenuim-ups,37
2479,gbagada,3,millenuim-ups,50
2480,gbagada,3,millenuim-ups,50
2481,gbagada,3,millenuim-ups,50
2482,gbagada,1,millenuim-ups,21
2485,gbagada,2,millenuim-ups,37
2489,gbagada,3,millenuim-ups,50
2491,gbagada,3,millenuim-ups,50
2492,gbagada,3,millenuim-ups,50
2493,gbagada,3,millenuim-ups,50
2494,gbagada,2,millenuim-ups,37
2496,gbagada,2,millenuim-ups,37
2497,gbagada,2,millenuim-ups,37
2499,gbagada,3,millenuim-ups,50
2500,gbagada,4,millenuim-ups,57
2501,gbagada,1,millenuim-ups,21
2503,gbagada,3,millenuim-ups,50
2505,gbagada,3,millenuim-ups,50
2506,gbagada,3,millenuim-ups,50
2510,gbagada,3,millenuim-ups,50
2511,gbagada,3,millenuim-ups,50
2513,gbagada,3,millenuim-ups,50
2515,gbagada,3,millenuim-ups,50
2516,gbagada,2,millenuim-ups,37
2518,gbagada,3,millenuim-ups,50
2520,gbagada,3,millenuim-ups,50
2521,gbagada,3,millenuim-ups,50
2528,gbagada,2,millenuim-ups,37
2530,gbagada,3,millenuim-ups,50
2532,gbagada,2,millenuim-ups,37
2535,gbagada,3,millenuim-ups,50
2536,gbagada,2,millenuim-ups,37
2537,gbagada,2,millenuim-ups,37
2538,gbagada,2,millenuim-ups,37
2539,gbagada,2,millenuim-ups,37
2540,gbagada,3,millenuim-ups,50
2541,gbagada,1,millenuim-ups,21
2547,gbagada,3,millenuim-ups,50
2549,gbagada,3,millenuim-ups,50
2552,gbagada,2,millenuim-ups,37
2553,gbagada,3,millenuim-ups,50
2554,gbagada,3,millenuim-ups,50
2558,gbagada,3,millenuim-ups,50
2559,gbagada,3,millenuim-ups,50
2562,gbagada,2,millenuim-ups,37
2565,gbagada,4,millenuim-ups,57
2569,gbagada,1,millenuim-ups,21
2570,gbagada,3,millenuim-ups,50
2574,gbagada,1,millenuim-ups,21
2575,gbagada,1,millenuim-ups,21
2576,gbagada,3,millenuim-ups,50
2578,gbagada,3,millenuim-ups,50
2580,gbagada,2,millenuim-ups,37
2581,gbagada,4,millenuim-ups,57
2582,gbagada,3,millenuim-ups,50
2584,gbagada,4,millenuim-ups,57
2588,gbagada,4,millenuim-ups,57
2589,gbagada,2,millenuim-ups,37
2590,gbagada,3,millenuim-ups,50
2591,gbagada,2,millenuim-ups,37
2593,gbagada,3,millenuim-ups,50
2594,gbagada,3,millenuim-ups,50
2596,gbagada,2,millenuim-ups,37
2597,gbagada,3,millenuim-ups,50
2598,gbagada,3,millenuim-ups,50
2599,gbagada,3,millenuim-ups,50
2601,gbagada,3,millenuim-ups,50
2603,gbagada,3,millenuim-ups,50
2605,gbagada,1,millenuim-ups,21
2608,gbagada,3,millenuim-ups,50
2609,gbagada,3,millenuim-ups,50
2610,gbagada,3,millenuim-ups,50
2611,gbagada,3,millenuim-ups,50
2612,gbagada,1,millenuim-ups,21
2614,gbagada,2,millenuim-ups,37
2615,gbagada,3,millenuim-ups,50
2617,gbagada,3,millenuim-ups,50
2618,gbagada,3,millenuim-ups,50
2621,gbagada,2,millenuim-ups,37
2622,gbagada,2,millenuim-ups,37
2625,gbagada,2,millenuim-ups,37
2626,gbagada,3,millenuim-ups,50
2629,gbagada,2,millenuim-ups,37
2630,gbagada,2,millenuim-ups,37
2631,gbagada,3,millenuim-ups,50
2633,gbagada,4,millenuim-ups,57
2637,gbagada,2,millenuim-ups,37
2638,gbagada,3,millenuim-ups,50
2639,gbagada,3,millenuim-ups,50
2640,gbagada,2,millenuim-ups,37
2641,gbagada,2,millenuim-ups,37
2642,gbagada,3,millenuim-ups,50
2643,gbagada,3,millenuim-ups,50
2644,gbagada,3,millenuim-ups,50
2645,gbagada,3,millenuim-ups,50
2646,gbagada,3,millenuim-ups,50
2647,gbagada,4,millenuim-ups,57
2648,gbagada,3,millenuim-ups,50
2649,gbagada,3,millenuim-ups,50
2650,gbagada,3,millenuim-ups,50
2653,gbagada,4,millenuim-ups,57
2654,gbagada,3,millenuim-ups,50
2657,gbagada,3,millenuim-ups,50
2658,gbagada,3,millenuim-ups,50
2660,gbagada,3,millenuim-ups,50
2663,gbagada,2,millenuim-ups,37
2666,gbagada,3,millenuim-ups,50
2670,gbagada,3,millenuim-ups,50
2671,gbagada,3,millenuim-ups,50
2675,gbagada,3,millenuim-ups,50
2677,gbagada,3,millenuim-ups,50
2678,gbagada,3,millenuim-ups,50
2679,gbagada,3,millenuim-ups,50
2683,gbagada,2,millenuim-ups,37
2686,gbagada,3,millenuim-ups,50
2688,gbagada,3,millenuim-ups,50
2689,gbagada,3,millenuim-ups,50
2694,gbagada,2,millenuim-ups,37
2700,gbagada,1,millenuim-ups,21
2704,gbagada,3,millenuim-ups,50
2705,gbagada,2,millenuim-ups,37
2706,gbagada,3,millenuim-ups,50
2707,gbagada,3,millenuim-ups,50
2709,gbagada,3,millenuim-ups,50
2712,gbagada,3,millenuim-ups,50
2719,gbagada,4,millenuim-ups,57
2721,gbagada,2,millenuim-ups,37
2723,gbagada,3,millenuim-ups,50
2724,gbagada,2,millenuim-ups,37
2726,gbagada,3,millenuim-ups,50
2727,gbagada,3,millenuim-ups,50
2793,gbagada,3,new-garage,35
2797,gbagada,1,new-garage,18
2804,gbagada,3,new-garage,35
2805,gbagada,1,new-garage,18
2807,gbagada,3,new-garage,35
2808,gbagada,3,new-garage,35
2811,gbagada,1,new-garage,18
2812,gbagada,1,new-garage,18
2813,gbagada,1,new-garage,18
2814,gbagada,1,new-garage,18
2815,gbagada,1,new-garage,18
2816,gbagada,1,new-garage,18
2817,gbagada,1,new-garage,18
2819,gbagada,1,new-garage,18
2820,gbagada,1,new-garage,18
2822,gbagada,2,new-garage,26
2824,gbagada,1,new-garage,18
2825,gbagada,1,new-garage,18
2826,gbagada,1,new-garage,18
2828,gbagada,2,new-garage,26
2829,gbagada,2,new-garage,26
2830,gbagada,1,new-garage,18
2831,gbagada,1,new-garage,18
2832,gbagada,1,new-garage,18
2833,gbagada,1,new-garage,18
2834,gbagada,1,new-garage,18
2835,gbagada,2,new-garage,26
2836,gbagada,1,new-garage,18
2837,gbagada,1,new-garage,18
2838,gbagada,1,new-garage,18
2839,gbagada,1,new-garage,18
2840,gbagada,2,new-garage,26
2841,gbagada,2,new-garage,26
2842,gbagada,2,new-garage,26
2843,gbagada,2,new-garage,26
2845,gbagada,2,new-garage,26
2846,gbagada,2,new-garage,26
2847,gbagada,2,new-garage,26
2848,gbagada,2,new-garage,26
2849,gbagada,2,new-garage,26
2850,gbagada,1,new-garage,18
2851,gbagada,2,new-garage,26
2852,gbagada,1,new-garage,18
2853,gbagada,2,new-garage,26
2854,gbagada,3,new-garage,35
2857,gbagada,3,new-garage,35
2859,gbagada,2,new-garage,26
2860,gbagada,1,new-garage,18
2861,gbagada,2,new-garage,26
